kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kota PASURUAN,40-44,7267,7175,14442
Kota PASURUAN,45-49,7408,8203,15611
Kota PASURUAN,50-54,6099,7295,13394
Kota PASURUAN,55-59,6619,5891,12510
Kota PASURUAN,60-64,4158,4918,9076
Kota PASURUAN,65-69,3243,2938,6181
Kota PASURUAN,70-74,1618,2881,4499
Kota PASURUAN,75+,2057,2737,4794
Kota MOJOKERTO,0-4,5300,4590,9890
Kota MOJOKERTO,5-9,4715,4989,9704
Kota MOJOKERTO,10-14,4419,4130,8549
Kota MOJOKERTO,15-19,4510,4680,9190
Kota MOJOKERTO,20-24,5030,4795,9825
Kota MOJOKERTO,25-29,5019,5265,10284
Kota MOJOKERTO,30-34,4693,5254,9947
Kota MOJOKERTO,35-39,5668,4736,10404
Kota MOJOKERTO,40-44,4460,5192,9652
Kota MOJOKERTO,45-49,5133,4905,10038
Kota MOJOKERTO,50-54,4819,6032,10851
Kota MOJOKERTO,55-59,4221,3668,7889
Kota MOJOKERTO,60-64,3145,4059,7204
Kota MOJOKERTO,65-69,1982,1897,3879
Kota MOJOKERTO,70-74,1436,2063,3499
Kota MOJOKERTO,75+,1473,2069,3542
Kota MADIUN,0-4,6076,5352,11428
Kota MADIUN,5-9,5492,5772,11264
Kota MADIUN,10-14,4815,5741,10556
Kota MADIUN,15-19,6464,5536,12000
Kota MADIUN,20-24,5066,5770,10836
Kota MADIUN,25-29,6481,5832,12313
Kota MADIUN,30-34,5982,5391,11373
Kota MADIUN,35-39,6716,6634,13350
Kota MADIUN,40-44,5918,7452,13370
Kota MADIUN,45-49,6534,6104,12638
Kota MADIUN,50-54,6663,8770,15433
Kota MADIUN,55-59,6261,5736,11997
Kota MADIUN,60-64,4968,5652,10620
Kota MADIUN,65-69,3819,4928,8747
Kota MADIUN,70-74,3219,3382,6601
Kota MADIUN,75+,2084,4522,6606
Kota SURABAYA,0-4,100258,103766,204024
Kota SURABAYA,5-9,104863,97754,202617
Kota SURABAYA,10-14,91826,93883,185709
Kota SURABAYA,15-19,95856,101582,197438
Kota SURABAYA,20-24,132369,142480,274849
Kota SURABAYA,25-29,135455,132602,268057
Kota SURABAYA,30-34,125325,121512,246837
Kota SURABAYA,35-39,126976,124779,251755
Kota SURABAYA,40-44,104729,102200,206929
Kota SURABAYA,45-49,103268,110405,213673
Kota SURABAYA,50-54,95303,100230,195533
Kota SURABAYA,55-59,80177,89030,169207
Kota SURABAYA,60-64,64654,67886,132540
Kota SURABAYA,65-69,43508,43840,87348
Kota SURABAYA,70-74,27957,28873,56830
Kota SURABAYA,75+,24489,34212,58701
Kota BATU,0-4,7687,7753,15440
Kota BATU,5-9,7691,7580,15271
Kota BATU,10-14,6561,6476,13037
Kota BATU,15-19,7755,7523,15278
Kota BATU,20-24,8328,8360,16688
Kota BATU,25-29,8416,7458,15874
Kota BATU,30-34,8387,6847,15234
Kota BATU,35-39,7629,8710,16339
Kota BATU,40-44,7736,8264,16000
Kota BATU,45-49,8436,7619,16055
Kota BATU,50-54,8242,8368,16610
Kota BATU,55-59,6360,5714,12074
Kota BATU,60-64,5661,5171,10832
Kota BATU,65-69,3847,4830,8677
Kota BATU,70-74,3098,3331,6429
Kota BATU,75+,3636,4135,7771
