kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kota PASURUAN,40-44,7186,7081,14267
Kota PASURUAN,45-49,7222,8032,15254
Kota PASURUAN,50-54,5594,6749,12343
Kota PASURUAN,55-59,5949,5283,11232
Kota PASURUAN,60-64,3591,4131,7722
Kota PASURUAN,65-69,2654,2384,5038
Kota PASURUAN,70-74,1306,2348,3654
Kota PASURUAN,75+,1503,2217,3720
Kota MOJOKERTO,0-4,5391,4675,10066
Kota MOJOKERTO,5-9,4548,4721,9269
Kota MOJOKERTO,10-14,4528,4285,8813
Kota MOJOKERTO,15-19,4577,4868,9445
Kota MOJOKERTO,20-24,5107,4916,10023
Kota MOJOKERTO,25-29,5146,5367,10513
Kota MOJOKERTO,30-34,4793,5336,10129
Kota MOJOKERTO,35-39,5724,4850,10574
Kota MOJOKERTO,40-44,4427,5151,9578
Kota MOJOKERTO,45-49,5022,4828,9850
Kota MOJOKERTO,50-54,4437,5607,10044
Kota MOJOKERTO,55-59,3807,3306,7113
Kota MOJOKERTO,60-64,2725,3429,6154
Kota MOJOKERTO,65-69,1627,1547,3174
Kota MOJOKERTO,70-74,1162,1694,2856
Kota MOJOKERTO,75+,1080,1677,2757
Kota MADIUN,0-4,6372,5642,12014
Kota MADIUN,5-9,5461,5652,11113
Kota MADIUN,10-14,5083,6156,11239
Kota MADIUN,15-19,6764,5973,12737
Kota MADIUN,20-24,5303,6113,11416
Kota MADIUN,25-29,6849,6149,12998
Kota MADIUN,30-34,6298,5664,11962
Kota MADIUN,35-39,6992,7019,14011
Kota MADIUN,40-44,6053,7649,13702
Kota MADIUN,45-49,6591,6216,12807
Kota MADIUN,50-54,6321,8431,14752
Kota MADIUN,55-59,5822,5348,11170
Kota MADIUN,60-64,4437,4935,9372
Kota MADIUN,65-69,3235,4161,7396
Kota MADIUN,70-74,2689,2873,5562
Kota MADIUN,75+,1583,3733,5316
Kota SURABAYA,0-4,103058,106482,209540
Kota SURABAYA,5-9,102209,93065,195274
Kota SURABAYA,10-14,95044,98115,193159
Kota SURABAYA,15-19,98324,106413,204737
Kota SURABAYA,20-24,135836,147030,282866
Kota SURABAYA,25-29,140300,136138,276438
Kota SURABAYA,30-34,129334,124273,253607
Kota SURABAYA,35-39,129583,128510,258093
Kota SURABAYA,40-44,105027,102142,207169
Kota SURABAYA,45-49,102111,109427,211538
Kota SURABAYA,50-54,88631,93971,182602
Kota SURABAYA,55-59,73076,80860,153936
Kota SURABAYA,60-64,56616,57642,114258
Kota SURABAYA,65-69,36122,36026,72148
Kota SURABAYA,70-74,22886,23892,46778
Kota SURABAYA,75+,18137,28029,46166
Kota BATU,0-4,7803,7853,15656
Kota BATU,5-9,7403,7128,14531
Kota BATU,10-14,6705,6680,13385
Kota BATU,15-19,7856,7784,15640
Kota BATU,20-24,8441,8515,16956
Kota BATU,25-29,8611,7547,16158
Kota BATU,30-34,8548,6905,15453
Kota BATU,35-39,7689,8846,16535
Kota BATU,40-44,7662,8150,15812
Kota BATU,45-49,8238,7452,15690
Kota BATU,50-54,7572,7739,15311
Kota BATU,55-59,5723,5120,10843
Kota BATU,60-64,4895,4322,9217
Kota BATU,65-69,3153,3922,7075
Kota BATU,70-74,2505,2718,5223
Kota BATU,75+,2661,3374,6035
