kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kota PASURUAN,40-44,7140,7039,14179
Kota PASURUAN,45-49,7044,7856,14900
Kota PASURUAN,50-54,5354,6476,11830
Kota PASURUAN,55-59,5654,4969,10623
Kota PASURUAN,60-64,3342,3828,7170
Kota PASURUAN,65-69,2440,2197,4637
Kota PASURUAN,70-74,1144,2149,3293
Kota PASURUAN,75+,1367,2041,3408
Kota MOJOKERTO,0-4,5365,4614,9979
Kota MOJOKERTO,5-9,4542,4728,9270
Kota MOJOKERTO,10-14,4582,4375,8957
Kota MOJOKERTO,15-19,4597,4916,9513
Kota MOJOKERTO,20-24,5152,4961,10113
Kota MOJOKERTO,25-29,5195,5403,10598
Kota MOJOKERTO,30-34,4824,5386,10210
Kota MOJOKERTO,35-39,5716,4856,10572
Kota MOJOKERTO,40-44,4407,5130,9537
Kota MOJOKERTO,45-49,4909,4731,9640
Kota MOJOKERTO,50-54,4256,5389,9645
Kota MOJOKERTO,55-59,3626,3115,6741
Kota MOJOKERTO,60-64,2541,3186,5727
Kota MOJOKERTO,65-69,1499,1427,2926
Kota MOJOKERTO,70-74,1021,1556,2577
Kota MOJOKERTO,75+,983,1552,2535
Kota MADIUN,0-4,6422,5642,12064
Kota MADIUN,5-9,5522,5737,11259
Kota MADIUN,10-14,5210,6361,11571
Kota MADIUN,15-19,6879,6117,12996
Kota MADIUN,20-24,5419,6249,11668
Kota MADIUN,25-29,7005,6269,13274
Kota MADIUN,30-34,6420,5793,12213
Kota MADIUN,35-39,7073,7117,14190
Kota MADIUN,40-44,6105,7716,13821
Kota MADIUN,45-49,6525,6172,12697
Kota MADIUN,50-54,6142,8207,14349
Kota MADIUN,55-59,5616,5108,10724
Kota MADIUN,60-64,4193,4640,8833
Kota MADIUN,65-69,3017,3890,6907
Kota MADIUN,70-74,2391,2694,5085
Kota MADIUN,75+,1454,3488,4942
Kota SURABAYA,0-4,102952,105478,208430
Kota SURABAYA,5-9,102449,93545,195994
Kota SURABAYA,10-14,96540,100466,197006
Kota SURABAYA,15-19,99118,107817,206935
Kota SURABAYA,20-24,137578,148810,286388
Kota SURABAYA,25-29,142217,137421,279638
Kota SURABAYA,30-34,130683,125795,256478
Kota SURABAYA,35-39,129909,129052,258961
Kota SURABAYA,40-44,104988,102013,207001
Kota SURABAYA,45-49,100196,107552,207748
Kota SURABAYA,50-54,85357,90608,175965
Kota SURABAYA,55-59,69874,76516,146390
Kota SURABAYA,60-64,53016,53664,106680
Kota SURABAYA,65-69,33397,33360,66757
Kota SURABAYA,70-74,20171,22210,42381
Kota SURABAYA,75+,16640,25853,42493
Kota BATU,0-4,7755,7735,15490
Kota BATU,5-9,7382,7123,14505
Kota BATU,10-14,6777,6803,13580
Kota BATU,15-19,7879,7844,15723
Kota BATU,20-24,8503,8572,17075
Kota BATU,25-29,8682,7578,16260
Kota BATU,30-34,8593,6951,15544
Kota BATU,35-39,7668,8834,16502
Kota BATU,40-44,7618,8098,15716
Kota BATU,45-49,8040,7287,15327
Kota BATU,50-54,7253,7425,14678
Kota BATU,55-59,5445,4811,10256
Kota BATU,60-64,4560,4001,8561
Kota BATU,65-69,2900,3612,6512
Kota BATU,70-74,2197,2510,4707
Kota BATU,75+,2433,3090,5523
