kabupaten/kota,kelompok_umur,laki-laki,perempuan,total
Kota PASURUAN,40-44,7241,7159,14400
Kota PASURUAN,45-49,7359,8151,15510
Kota PASURUAN,50-54,5945,7126,13071
Kota PASURUAN,55-59,6334,5645,11979
Kota PASURUAN,60-64,3948,4626,8574
Kota PASURUAN,65-69,3012,2715,5727
Kota PASURUAN,70-74,1484,2645,4129
Kota PASURUAN,75+,1824,2515,4339
Kota MOJOKERTO,0-4,5319,4607,9926
Kota MOJOKERTO,5-9,4692,4926,9618
Kota MOJOKERTO,10-14,4412,4134,8546
Kota MOJOKERTO,15-19,4563,4774,9337
Kota MOJOKERTO,20-24,5053,4846,9899
Kota MOJOKERTO,25-29,5063,5309,10372
Kota MOJOKERTO,30-34,4737,5285,10022
Kota MOJOKERTO,35-39,5705,4782,10487
Kota MOJOKERTO,40-44,4450,5190,9640
Kota MOJOKERTO,45-49,5105,4881,9986
Kota MOJOKERTO,50-54,4706,5898,10604
Kota MOJOKERTO,55-59,4043,3521,7564
Kota MOJOKERTO,60-64,2989,3825,6814
Kota MOJOKERTO,65-69,1843,1755,3598
Kota MOJOKERTO,70-74,1318,1899,3217
Kota MOJOKERTO,75+,1305,1909,3214
Kota MADIUN,0-4,6171,5446,11617
Kota MADIUN,5-9,5530,5781,11311
Kota MADIUN,10-14,4864,5826,10690
Kota MADIUN,15-19,6619,5731,12350
Kota MADIUN,20-24,5150,5910,11060
Kota MADIUN,25-29,6617,5963,12580
Kota MADIUN,30-34,6110,5499,11609
Kota MADIUN,35-39,6842,6785,13627
Kota MADIUN,40-44,5976,7550,13526
Kota MADIUN,45-49,6578,6158,12736
Kota MADIUN,50-54,6583,8696,15279
Kota MADIUN,55-59,6071,5584,11655
Kota MADIUN,60-64,4779,5397,10176
Kota MADIUN,65-69,3594,4629,8223
Kota MADIUN,70-74,2991,3156,6147
Kota MADIUN,75+,1874,4187,6061
Kota SURABAYA,0-4,101029,104478,205507
Kota SURABAYA,5-9,104767,96817,201584
Kota SURABAYA,10-14,92047,94288,186335
Kota SURABAYA,15-19,97389,103948,201337
Kota SURABAYA,20-24,133534,144407,277941
Kota SURABAYA,25-29,137193,134168,271361
Kota SURABAYA,30-34,127020,122587,249607
Kota SURABAYA,35-39,128347,126296,254643
Kota SURABAYA,40-44,104927,102507,207434
Kota SURABAYA,45-49,103167,110199,213366
Kota SURABAYA,50-54,93426,98385,191811
Kota SURABAYA,55-59,77130,85741,162871
Kota SURABAYA,60-64,61728,64115,125843
Kota SURABAYA,65-69,40642,40710,81352
Kota SURABAYA,70-74,25781,26656,52437
Kota SURABAYA,75+,21803,31601,53404
Kota BATU,0-4,7706,7767,15473
Kota BATU,5-9,7646,7468,15114
Kota BATU,10-14,6543,6470,13013
Kota BATU,15-19,7839,7660,15499
Kota BATU,20-24,8358,8430,16788
Kota BATU,25-29,8481,7503,15984
Kota BATU,30-34,8457,6867,15324
Kota BATU,35-39,7672,8766,16438
Kota BATU,40-44,7712,8242,15954
Kota BATU,45-49,8384,7563,15947
Kota BATU,50-54,8040,8168,16208
Kota BATU,55-59,6086,5476,11562
Kota BATU,60-64,5376,4855,10231
Kota BATU,65-69,3574,4466,8040
Kota BATU,70-74,2844,3058,5902
Kota BATU,75+,3225,3806,7031
